"","ATCOCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"371392","5710AWA11372","cdimatj","",NA,"Waterhall Road","","","","178 Keyston Rd","","Keyston Road","","Waterhall Road","","","","SE","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313672,178580,-3.2450560491,51.4995428595,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:02:25",2,"rev","act"
"371393","5710AWA11373","cdimamd","29",NA,"Cosheston Close","","","","131 Keyston Rd","","Keyston Road","","Cosheston Road","","","","NW","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313705,178565,-3.2445770892,51.4994130652,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-06-04T00:00:00",0,"new","act"
"371394","5710AWA11374","cdimamt","",NA,"Keyston Road","","","","75 Keyston Rd","","Keyston Road","","","","","","NW","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313918,178532,-3.2415012772,51.4991489381,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:02:30",1,"rev","act"
"371395","5710AWA11242","cdijdpg","5601 0320",NA,"Black Lion","","","","Black Lion PH","","Cardiff Road","","High Street","","nr","","SE","E0054009","Llandaff","Cardiff","","","","","",1,"U",315411,177897,-3.2198457719,51.4936663527,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:33",2,"rev","act"
"371396","5710AWA11243","cdijdtj","5601 0459",NA,"Howells School","","","","","","Cardiff Road","","Mill Lane","","opp","","SE","E0054009","Llandaff","Cardiff","","","","","",1,"U",315852,177708,-3.2134498436,51.4920332457,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:37",2,"rev","act"
"371397","5710AWA11244","cdijdtg","",NA,"Howells School","","","","","","Cardiff Road","","Mill Lane","","n/s","","NW","E0054009","Llandaff","Cardiff","","","","","",1,"U",315840,177689,-3.2136181118,51.4918606575,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:39",2,"rev","act"
"371398","5710AWA11345","cdidpwg","39",NA,"Wellwright Road","","","","197 St Fagans Road","","St Fagans Road","","Everswell Road","","","","W","E0054004","Fairwater","Cardiff","","","","","",0,"U",313737,177490,-3.2438530807,51.4897544054,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-06-04T00:00:00",0,"new","act"
"371399","5710AWA11346","cdidpdt","45",NA,"Gorse Place","","","","236 St Fagans Rd","","St Fagans Road","","Gorse Place","","","","E","E0054004","Fairwater","Cardiff","","","","","",1,"U",313574,177485,-3.246198976,51.4896845349,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:02:18",2,"rev","act"
"371400","5710AWA11298","cdijgda","28",NA,"Bacton Road","","","","Community Shop","","Gabalfa Avenue","","Bacton Road","","o/s","","NW","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315754,178776,-3.2151164254,51.5016193579,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:29",2,"rev","act"
"371401","5710AWA11250","cdijgpd","",NA,"Ysgol Glantaf","","","","Llandaff North Gospel Hall","","Bridge Road","","Mary Street","","o/s","","NE","E0054010","Llandaff North","Cardiff","","","","","",1,"U",314930,178814,-3.2269939782,51.5018373658,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:04",2,"rev","act"
"371402","5710AWA11251","cdijgpg","",NA,"Ysgol Glantaf","","","","","","Bridge Road","","Mary Street","","o/s","","SW","E0054010","Llandaff North","Cardiff","","","","","",1,"U",314936,178805,-3.2269053844,51.5017573655,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:07",2,"rev","act"
"371403","5710AWA11299","cdijgdm","49",NA,"Boncath Rd","","","","155 Gabalfa Ave","","Gabalfa Avenue","","Boncath Road","","","","NW","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315427,178886,-3.2198527465,51.502559292,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"371404","5710AWA11300","cdijgdp","30",NA,"Boncath Rd","","","","194 Aberporth Rd","","Aberporth Road","","Boncath Road","","","","E","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315538,179045,-3.2182920619,51.5040052318,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","del"
"371405","5710AWA11301","cdijgjw","19",NA,"Heol Amlwch","","","","128 Aberporth Rd","","Aberporth Road","","Heol Amlwch","","","","E","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315857,179008,-3.213688291,51.503720272,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-25T00:00:00",0,"new","act"
"371406","5710AWA11302","cdijwjp","14",NA,"Waterston Rd","","","","96 Aberporth Road","","Aberporth Road","","Waterston Road","","","","E","E0035845","Mynachdy","Cardiff","","","","","",1,"U",316015,178951,-3.2113988523,51.5032314073,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-25T00:00:00",0,"new","act"
"371407","5710AWA11303","cdijwjt","6",NA,"Western Drive","","","","40 Aberporth Rd","","Aberporth Road","","Western Drive","","","","SE","E0035845","Mynachdy","Cardiff","","","","","",1,"U",316261,178832,-3.2078271875,51.5021982143,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:54:15",2,"rev","act"
"371408","5710AWA11304","cdijgjp","6",NA,"Gabalfa Ave","","","","15 Gabalfa Ave","","Gabalfa Avenue","","Western Drive","","","","NW","E0054010","Llandaff North","Cardiff","","","","","",1,"U",316158,178618,-3.2092598299,51.5002591798,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-25T00:00:00",0,"new","act"
"371409","5710AWA11347","cdidptg","",NA,"St Fagans Rise","","","","272 St Fagans Rd","","St Fagans Road","","St Fagans Rise","","","","NE","E0054004","Fairwater","Cardiff","","","","","",1,"U",313393,177435,-3.2487929984,51.4892073369,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-06-04T00:00:00",0,"new","act"
"371410","5710AWA11348","cdidpat","",NA,"Fairways Crescent","","","","277 St Fagans Rd","","St Fagans Road","","Fairways Crescent","","","","SW","E0054004","Fairwater","Cardiff","","","","","",1,"U",313333,177414,-3.2496517952,51.4890093556,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:02:23",2,"rev","act"
"371411","5710AWA11349","cdidpdg","5601 0324",NA,"Forest View","","","","","","St Fagans Road","","Tatem Drive","","o/s","","E","E0054004","Fairwater","Cardiff","","","","","",1,"U",313175,177412,-3.2519263841,51.4889671062,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:02",1,"rev","act"
"371412","5710AWA11350","cdidptm","5601 0325",NA,"Tatem Drive","","","","","","St Fagans Road","","Tatem Drive","","o/s","","W","E0054004","Fairwater","Cardiff","","","","","",1,"U",313133,177404,-3.2525291807,51.4888887325,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:06",1,"rev","act"
"371413","5710AWA11351","cdipgpw","",NA,"Castle Hill Court","","","","","","Castle Hill","","","","nr","","NE","E0054024","St Fagans","Cardiff","","","","","",1,"U",311974,177052,-3.2691298954,51.4855450373,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:10",2,"rev","act"
"371414","5710AWA11321","cdiamgj","",NA,"Windway Road","","","","Ty Pwll Coch PH","","Cowbridge Road East","","Windway Road","","o/s","","SE","E0053999","Canton","Cardiff","","","","","",1,"U",315090,176828,-3.2242109767,51.4840084733,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:58:58",2,"rev","act"
"371415","5710AWA11322","cdiawta","",NA,"Victoria Park 5","","","","S&M Decorators","","Cowbridge Road East","","Lansdowne Road","","o/s","","SE","E0035868","Victoria Park","Cardiff","","","","","",1,"U",315357,176734,-3.220344191,51.4832035428,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:05",3,"rev","act"
"371416","5710AWA11323","cdiamjd","",NA,"Beda Road","","","","The Lansdowne Pub","","Theobold Road","","Beda Road","","o/s","","SE","E0053999","Canton","Cardiff","","","","","",1,"U",316284,176293,-3.2068928907,51.4793773389,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:09",3,"rev","act"
"371417","5710AWA11324","cdiamja","9",NA,"Beda Road","","","","87 Lansdowne Road","","Lansdowne Road","","Beda Road","","","","NW","E0053999","Canton","Cardiff","","","","","",1,"U",316232,176302,-3.2076436438,51.4794505354,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:52:19",2,"rev","act"
"371418","5710AWA11325","cdiamta","",NA,"Lansdowne Road","","Sanatorium Road","","169 Lansdowne Rd","","Lansdowne Road","","Grosvenor Street","","","","NW","E0053999","Canton","Cardiff","","","","","",1,"U",315928,176436,-3.2120521072,51.4806099622,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:52:23",2,"rev","act"
"371420","5710AWA11218","cdimjdt","10",NA,"Heol Isaf","","Heol Isaf","","124 Heol Isaf","","Heol Isaf","","","","","","NE","E0035854","Radyr","Cardiff","","","","","",1,"U",313306,179549,-3.2505658852,51.5081974131,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:37:45",1,"rev","act"
"371421","5710AWA11219","cdimjpg","4",NA,"Shepley Court","","","","Shepley Court","","Heol Isaf","","","","opp","","NW","E0035854","Radyr","Cardiff","","","","","",1,"U",313345,179374,-3.2499610176,51.506630274,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:24",2,"rev","act"
"371422","5710AWA11264","cdipwda","5601 0163",NA,"Velindre Hospital","","Velindre Hospital","","Velindre Hospital","","Velindre Road","","Velindre Place","","o/s","","E","E0054027","Whitchurch","Cardiff","","","","","",1,"U",314906,180373,-3.2277164006,51.5158481966,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:48",2,"rev","act"
"371423","5710AWA11311","cdijagd","5601 0340",NA,"Ventnor Place","","","","","","Western Avenue","","Ventnor Place","","o/s","","SW","E0054007","Heath","Cardiff","","","","","",1,"U",316832,179005,-3.1996435358,51.5038378231,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:35",1,"rev","act"
"371424","5710AWA11383","cdidpgm","4",NA,"Holly Rd","","","","","","Gorse Place","","Holly Road","","o/s","","S","E0054004","Fairwater","Cardiff","","","","","",1,"U",313610,177574,-3.245702405,51.4904900958,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:13",1,"rev","act"
"371425","5710AWA11384","cdidpdp","7",NA,"Gorse Place","","","","","","Gorse Place","","Holly Road","","","","N","E0054004","Fairwater","Cardiff","","","","","",1,"U",313578,177684,-3.2461901654,51.4914740274,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:02:45",2,"rev","act"
"371426","5710AWA11385","cdimapw","5601 0394",NA,"Pinehurst Road","","","","","","Gorse Place","","Pinehurst Road","","opp","","SE","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313442,177878,-3.2481962128,51.4931971277,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:35:19",2,"rev","act"
"371427","5710AWA11386","cdimapt","16",NA,"Pinehurst Road","","","","103 Gorse Place","","Gorse Place","","Pinehurst Road","","","","NW","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313422,177877,-3.2484839789,51.4931850719,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:02:53",1,"rev","act"
"371428","5710AWA11334","cdijdpt","5601 0323",NA,"Cardiff Road","","Cardiff Road Llandaff","","Pritchard Court","","Western Avenue","","Cardiff Road","","o/s","","NE","E0054009","Llandaff","Cardiff","","","","","",1,"U",315656,177726,-3.2162766286,51.4921658111,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:50",1,"rev","act"
"371429","5710AWA11335","cdijgam","5601 0331",NA,"University","","UWIC Llandaff","","University Buildings","","Western Avenue","","","","o/s","","NE","E0054009","Llandaff","Cardiff","","","","","",1,"U",315922,178018,-3.2125157689,51.4948304055,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:55",2,"rev","act"
"371430","5710AWA11336","cdidtdt","5601 0322",NA,"Tesco","","","","Gabalfa Tesco","","Western Avenue","","Excelsior Road","","opp","","NE","E0054005","Gabalfa","Cardiff","","","","","",1,"U",316266,178509,-3.2076783962,51.4992953599,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:58:45",2,"rev","act"
"371431","5710AWA11290","cdiptjt","10",NA,"Clas Tynewdd","","","","1 Clas Tynewydd","","Tynewdd","","Erw Las","","","","W","E0054027","Whitchurch","Cardiff","","","","","",1,"U",315514,179602,-3.2187713852,51.5090087446,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"371432","5710AWA11291","cdiptgp","20",NA,"Bishops Rd","","","","","","Ty Newydd","","Bishop`s Road","","","","SE","E0054027","Whitchurch","Cardiff","","","","","",1,"U",315356,179831,-3.2211025396,51.5110436398,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","del"
"371433","5710AWA11292","cdijgjd","8",NA,"Clyro Place","","","","35 Hawthorn Road East","","Hawthorn Road East","","Clyro Place","","","","NE","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315007,179334,-3.2260103921,51.5065234516,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"371434","5710AWA11293","cdijgdt","1",NA,"Caldy Road","","","","","","Clarbeston Road","","Caldy Road","","","","SW","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315161,179100,-3.2237356675,51.5044431041,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"371435","5710AWA11396","cdimajd","5601 0497",NA,"Ashcroft Crescent","","","","116 Pentrebane Rd","","Pentrebane Road","","Ashcroft Crescent","","","","E","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313017,178302,-3.2544211005,51.4969432833,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"371436","5710AWA11340","cdidpma","17",NA,"Mcclay Court","","","","Mcclay Court","","St Fagans Road","","Llangattock Road","","o/s","","NW","E0054004","Fairwater","Cardiff","","","","","",1,"U",314298,177395,-3.2357518313,51.4889858351,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:01",1,"rev","act"
"371437","5710AWA11341","cdidpjt","5601 0494",NA,"Llangattock Road","","","","Post Office","","St Fagans Road","","Llangattock Road","","opp","","SE","E0054004","Fairwater","Cardiff","","","","","",1,"U",314188,177434,-3.2373452498,51.489319716,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:03",1,"rev","act"
"371439","5710AWA11329","cdiamgd","",NA,"Windway Road","","","","Post Office Building","","Cowbridge Road East","","Mayfield Avenue","","o/s","","NW","E0053999","Canton","Cardiff","","","","","",1,"U",315124,176798,-3.22371423,51.4837439008,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:26",2,"rev","act"
"371440","5710AWA11353","cdipgtj","",NA,"Church","","St Fagans Church","","St Marys Church","","Crofft-y-Genau Road","","Greenwood Lane","","o/s","","SE","E0054024","St Fagans","Cardiff","","","","","",1,"U",312075,177213,-3.2677158372,51.487008044,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:14",3,"rev","act"
"371441","5710AWA11354","cdipgtp","",NA,"The Cottage","","","","The Cottage","","Crofft-y-Genau Road","","St Fagans Drive","","o/s","","NW","E0054024","St Fagans","Cardiff","","","","","",1,"U",311908,177584,-3.27021309,51.4903170384,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:15",1,"rev","act"
"371442","5710AWA11225","cdimjga","",NA,"Heol Seddon","","","","","","Danescourt Way","","Heol Seddon","","","","NE","E0054009","Llandaff","Cardiff","","","","","",1,"U",313776,178977,-3.2436553448,51.5031275229,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:37:12",1,"rev","act"
"371443","5710AWA11355","cdipgta","24",NA,"Gilfach Cottages","","","","Gilfach Cottages","","Crofft-y-Genau Road","","","","opp","","NW","E0054024","St Fagans","Cardiff","","","","","",1,"U",311835,177703,-3.2712940197,51.4913753678,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:17",2,"rev","act"
"371444","5710AWA11356","cdipgtw","",NA,"Gilfach Cottages","","The Rock","","The Rock","","Crofft-y-Genau Road","","","","o/s","","SE","E0054024","St Fagans","Cardiff","","","","","",1,"U",311845,177710,-3.2711517714,51.4914398539,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:19",2,"rev","act"
"371445","5710AWA11357","cdipgtm","",NA,"Terminus","","St Fagans Terminus","","","","Crofft-y-Genau Road","","St Bride`s Road","","","","SE","E0054024","St Fagans","Cardiff","","","","","",1,"U",311813,177893,-3.2716583525,51.4930798914,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-30T00:00:00",0,"new","act"
"371446","5710AWA11358","cdipgtd","",NA,"Parkview","","","","Parkview","","Crofft-y-Genau Road","","St Fagans Drive","","nr","","SE","E0054024","St Fagans","Cardiff","","","","","",1,"U",311926,177577,-3.269952149,51.4902569212,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T21:26:22",1,"rev","act"
"371447","5710AWA11359","cdijpgd","",NA,"Cartwright Lane","","","","","","Cartwright Lane","","Bwlch Road","","","","NW","E0054004","Fairwater","Cardiff","","","","","",1,"U",313980,177199,-3.2402829896,51.4871755673,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2014-09-24T00:00:00",0,"new","act"
"371448","5710AWA11333","cdijdpw","50",NA,"Caewel Road","","","","Rowan Court","","Western Avenue","","Caewal Road","","o/s","","E","E0054009","Llandaff","Cardiff","","","","","",1,"U",315344,177605,-3.2207404973,51.4910313967,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:46",2,"rev","act"
"371449","5710AWA11294","cdijgja","9",NA,"Clarbeston Rd","","","","61 Clarbeston Rd","","Clarbeston Road","","Gabalfa Avenue","","","","SE","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315067,178922,-3.2250467474,51.5028288528,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-25T00:00:00",0,"new","act"
"371450","5710AWA11295","cdijgjt","45",NA,"Gabalfa Library","","","","64 College Rd","","College Road","","Gabalfa Avenue","","","","S","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315383,178860,-3.2204802632,51.5023189724,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-25T00:00:00",0,"new","act"
"371451","5710AWA11296","cdijgpa","55",NA,"Whitefield Rd","","","","10 College Rd","","College Road","","Whitefield Road","","","","S","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315279,178605,-3.2219169131,51.5000110708,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2008-05-06T00:00:00",0,"new","act"
"371452","5710AWA11297","cdijgdg","4",NA,"Bala Rd","","","","120 River View","","River View","","Bala Road","","","","E","E0054010","Llandaff North","Cardiff","","","","","",1,"U",315373,178563,-3.2205529534,51.4996476158,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-25T00:00:00",0,"new","act"
"371453","5710AWA11259","cdiptma","",NA,"Clos Newydd","","","","10 Heol Don","","Heol Don","","Alfreda Road","","","","S","E0054027","Whitchurch","Cardiff","","","","","",1,"U",314874,179815,-3.2280425223,51.5108272981,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:54:10",1,"rev","act"
"371454","5710AWA11260","cdiptjw","BCT",NA,"Clos Newydd","","","","","","Heol Don","","Athelstan Road","","","","N","E0054027","Whitchurch","Cardiff","","","","","",1,"U",314865,179844,-3.2281791908,51.5110866322,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:54:16",1,"rev","act"
"371455","5710AWA11261","cdiptpa","5601 0521",NA,"Kelston Road","","","","67 Heol Don","","Heol Don","","Kelston Road","","","","N","E0054027","Whitchurch","Cardiff","","","","","",1,"U",314812,180169,-3.2290213677,51.5140001791,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:54:22",1,"rev","act"
"371458","5710AWA11387","cdimatp","28",NA,"Willowdale Road","","","","110-116 Firs Ave","","Firs Avenue","","Willowdale Road","","","","SW","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313033,177879,-3.2540862891,51.4931432684,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-06-04T00:00:00",0,"new","act"
"371459","5710AWA11399","cdidmj","5601 0392",NA,"Roche Crescent","","Ysgol Glantaf","","46 Pentrebane Road","","Pentrebane Road","","Roche Crescent","","","","SE","N0075392","Pentrebane","Cardiff","","","","","",0,"U",313447,178261,-3.2482182728,51.4966408094,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:01:59",1,"rev","act"
"371460","5710AWA11249","cdijdpj","5601 0388",NA,"Bridge Road","","","","BBC Club","","Bridge Road","","Llantrisant Road","","nr","","SE","E0054009","Llandaff","Cardiff","","","","","",1,"U",315021,178427,-3.2255899186,51.4983721747,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:01",1,"rev","act"
"371461","5710AWA11263","cdipwdg","5601 0520",NA,"Velindre Hospital","","Velindre Hospital","","Velindre Hospital","","Velindre Road","","Velindre Place","","opp","","W","E0054027","Whitchurch","Cardiff","","","","","",1,"U",314857,180364,-3.2284202076,51.5157598993,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:43",2,"rev","act"
"371462","5710AWA11309","cdidtgd","13",NA,"Wyfan Place","","","","74 Mynachdy Road","","Mynachdy Road","","Wyfan Place","","","","SE","E0054005","Gabalfa","Cardiff","","","","","",1,"U",316887,178644,-3.1987661275,51.5006007198,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"371463","5710AWA11330","cdiajta","5601 0334",NA,"Ely Bridge","","","","Bowshers Garage","","Cowbridge Road East","","Alldsworth Road","","o/s","","NW","E0053999","Canton","Cardiff","","","","","",1,"U",314951,176870,-3.2262224027,51.484365115,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:27",2,"rev","act"
"371464","5710AWA11331","cdiataj","5601 0496",NA,"Ely Road","","","","","","Western Avenue","","Ely Road","","opp","","NE","E0054004","Fairwater","Cardiff","","","","","",1,"U",314763,177127,-3.2289913362,51.4866470531,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:33",1,"rev","act"
"371465","5710AWA11255","cdijgmg","5601 0153",NA,"Llandaff Station","","","","Dill Jeera","","Station Road","","Hawthorn Road West","","o/s","","N","E0054010","Llandaff North","Cardiff","","","","","",1,"U",314835,179357,-3.2284935964,51.506704277,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:19:17",1,"rev","act"
"371466","5710AWA11395","cdimaja","24",NA,"Ashcroft Cres","","","","145 Pentrebane Rd","","Pentrebane Road","","Ashcroft Crescent","","","","W","N0075392","Pentrebane","Cardiff","","","","","",1,"U",312996,178290,-3.2547205741,51.4968321756,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"371467","5710AWA11285","cdijamp","5601 0996",NA,"Leckwith Bridge","","","","Electricity Sub Station","","Hadfield Road","","","","","","NW","E0035836","Leckwith","Cardiff","","","","","",1,"U",316096,175295,-3.2093620839,51.4703779284,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T20:52:34",1,"rev","act"
"371468","5710AWA11287","cdijajt","5601 0294",NA,"Glynstell Close","","","","B&Q Store","","Hadfield Road","","","","o/s","","SE","E0035836","Leckwith","Cardiff","","","","","",1,"U",316972,174685,-3.1966097371,51.4650237012,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-20T20:59:18",3,"rev","act"
"371469","5710AWA11310","cdidtat","",NA,"Maelog Place","","","","20 Mynachdy Road","","Mynachdy Road","","Maelog Place","","","","SE","E0054005","Gabalfa","Cardiff","","","","","",1,"U",317107,178518,-3.1955677765,51.4995003944,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-24T00:00:00",0,"new","act"
"371470","5710AWA11375","cdimamw","19",NA,"Keyston Road","","","","110 Keyston Rd","","Keyston Road","","","","","","SE","N0075392","Pentrebane","Cardiff","","","","","",1,"U",313982,178529,-3.2405787845,51.4991317259,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T21:02:34",1,"rev","act"
"371471","5710AWA11587","cdijaja","5601 0450",NA,"City Gardens","","Ninian Park School","","Ninian Park School","","Sloper Road","","Virgil Street","","","","NW","E0035836","Leckwith","Cardiff","","","","","",1,"U",317085,175143,-3.1950910298,51.4691575075,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2005-05-13T00:00:00",0,"new","act"
"371472","5710AWA11589","cdimadw","5601 0297",NA,"Penarth Road","","","","","","Sloper Road","","Penarth Road","","","","NW","E0054006","Grangetown","Cardiff","","","","","",1,"U",317360,174976,-3.1910937637,51.467696535,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"371473","5710AWA11590","cdimagm","5601 0604",NA,"Stockland Street","","","","Grange Farm","","Clive Street","","Stockland Street","","Stop W1","","SE","E0054006","Grangetown","Cardiff","","","","","",1,"U",317546,174985,-3.1884187914,51.4678046114,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2015-11-17T20:29:15",1,"rev","act"
"371474","5710AWA11591","cdimagp","8",NA,"Stockland St","","","","","","Clive Street","","Stockland Street","","Stop W2","","NW","E0054006","Grangetown","Cardiff","","","","","",1,"U",317531,174972,-3.1886316475,51.467685558,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2015-11-17T20:40:16",2,"rev","act"
